Id_Cliente,CLUSTER,lat,lon
1,3,-0.07553336,-0.509556293
2,1,-1.458921075,-0.70977968
3,3,0.628108084,-1.062496901
4,3,-0.577717543,-0.296409607
5,0,0.709649026,-0.674111724
6,2,0.646332324,0.162105531
7,4,2.463522196,0.05234449
8,1,-0.558282077,0.52964133
9,2,1.91762197,-0.864685833
10,2,2.07927227,-1.797396302
11,4,-1.460407734,0.324076325
12,0,-0.514455914,0.129366755
13,5,0.830941856,1.113253117
14,3,0.438928753,-1.093857288
15,1,1.556496382,1.162361264
16,3,0.999694705,-0.862273455
17,2,0.310313225,-0.880365968
18,3,0.88820219,-0.930335641
19,1,1.125942707,1.330535173
20,2,1.813727498,-1.546686172
21,2,2.688379049,-0.878125906
22,2,0.739710689,0.587709606
23,1,-1.241937518,-0.747170806
24,5,-0.275889486,1.382055759
25,0,-1.017521024,-0.726666033
26,5,1.320682883,0.723317087
27,4,-1.247718573,0.369221359
28,0,-0.169847757,0.577198744
29,0,-0.452075154,0.855650663
30,0,-0.324395597,0.998495102
31,0,-0.378627747,0.08060322
32,1,-1.522072673,-0.493703842
33,1,-0.793765187,0.773631394
34,0,-0.424931556,-0.793694377
35,1,-0.755995393,0.31666702
36,2,1.326794386,-0.130820349
37,4,-1.343464494,0.633199275
38,2,1.118620038,-0.009169946
39,4,-1.024953842,0.949386954
40,4,-1.300739408,0.213626042
41,2,0.411014348,-0.423918545
42,2,0.721816838,0.358710498
43,5,-0.449817777,1.63276577
44,2,0.518928051,0.763292849
45,5,-0.200460002,1.407729745
46,2,0.677660346,0.069058493
47,4,-1.033377767,-0.056038085
48,0,-0.399164408,-0.862445772
49,5,-0.35687983,-1.034238219
50,2,0.21544826,-0.502836227
51,1,-1.690660357,-0.604843378
52,2,0.282013416,-0.756130934
53,0,-0.150467321,1.017276883
54,4,1.985618591,0.091803327
55,2,0.924925864,0.050104469
56,4,-1.440972209,0.438145101
57,0,-0.367450982,0.056135293
58,1,-0.826800048,0.266008079
59,0,0.732332945,-0.335351527
60,0,0.599092543,-0.334317684
61,2,-0.031982467,-0.734247625
62,4,-1.334985495,0.903724968
63,1,-1.694514394,-0.611046493
64,1,-0.576010764,0.725384831
65,0,-0.785010993,0.991258144
66,2,1.1529212,0.242746323
67,2,0.688341558,0.15710856
68,3,0.190947443,-0.22335045
69,2,0.46342957,0.339411855
70,2,0.504612982,0.287719071
71,0,0.30051291,1.479410529
72,0,-0.000984802,0.461406857
73,2,0.541061401,-0.859171927
74,0,-0.898320377,-0.498873115
75,0,-0.463031709,-0.92447716
76,4,-0.666691303,-0.210082635
77,4,-1.553070307,0.221896887
78,0,0.656187713,-0.333800733
79,2,0.428137392,-0.921030939
80,0,-0.14391543,0.634233117
81,0,-0.128058717,0.37507987
82,1,-1.731293201,-0.485260665
83,0,-0.821789742,-1.09265101
84,0,0.349734783,1.024858475
85,1,-1.127747178,-0.649988413
86,0,-0.474924237,0.913029671
87,1,-0.936035156,0.477086991
88,5,-0.330066592,-0.968760669
89,1,-1.273540735,-0.915172458
90,1,-0.729567587,0.830838144
91,4,-1.104237437,0.079397053
92,3,0.547723413,-0.029847067
93,3,-0.997039437,-0.979788423
94,3,-0.387822449,-0.614320397
95,2,0.80759728,0.089218684
96,4,-1.013777018,0.008750225
97,4,-0.994782031,-0.423401624
98,0,-0.6800704,-1.273920536
99,2,0.555321395,0.348027319
100,5,-0.110825546,1.101019144
101,4,-0.891052723,0.187779635
102,3,0.425219327,0.137982234
103,4,-0.970776737,0.810505629
104,2,0.370271415,-0.898113847
105,0,0.56099236,-0.620006561
106,5,-0.815568209,-2.021915436
107,3,1.681533217,1.283150196
108,0,-0.640924156,1.358104706
109,4,-0.67307806,-0.052247282
110,0,-0.660029292,0.02598116
111,4,-1.348970294,0.269971192
112,3,0.348743737,-1.57632339
113,0,0.686910093,-0.315535963
114,3,0.402480364,0.100246482
115,1,1.239472389,1.185106158
116,3,-1.257959366,-1.10557425
117,4,-1.102695704,-0.225245863
118,0,0.795869887,-0.226968944
119,3,-0.543856859,-0.291240335
120,4,-0.885161519,-0.369641095
121,2,0.438212991,-0.540227354
122,2,0.476368219,0.733311057
123,1,-0.836985767,0.656977952
124,2,0.998593509,0.252051026
125,5,-0.390134871,1.321230531
126,0,-0.413479477,-0.83246398
127,4,-1.125434756,0.329762548
128,0,-0.12993069,0.964033246
129,2,0.926522553,0.110068113
130,0,0.526856422,-0.524374902
131,1,-1.186714292,-0.649126887
132,2,1.172852159,-0.280729473
133,0,-0.535818398,1.143579602
134,1,-1.339169979,-0.833670139
135,0,-0.751590788,-1.061290741
136,0,-0.491661876,-1.198621273
137,2,0.862820446,-0.224039689
138,4,-0.975181401,-0.096530788
139,0,-0.91269052,-1.051986098
140,1,-0.782478333,0.7567451
141,5,1.395121336,1.023479939
142,3,-0.190274268,-0.653779209
143,0,0.64170742,-0.543845832
144,5,0.823178649,0.879601657
145,4,-1.255867124,-0.123411044
146,1,-0.821349263,0.285823643
147,0,-0.523155034,-1.092478752
148,3,-0.092546284,-0.574000001
149,0,-0.272310734,0.181404188
150,0,-0.942752182,-0.742863119
151,3,0.508962572,-0.119275622
152,2,1.26722157,-0.065170482
153,0,-0.990267277,-0.841768682
154,0,-0.74151516,1.482167482
155,2,0.987691998,-0.102906235
156,0,-0.650228977,-1.395915508
157,1,-0.780716479,0.398169339
158,2,0.277663827,0.645088613
159,1,-1.243313909,-0.536091924
160,4,-1.358715534,-0.108075514
161,0,-0.66069001,1.161327481
162,0,-0.375654608,1.066901922
163,4,-1.288351417,1.257648349
164,4,1.001566648,0.423154175
165,2,1.230002403,0.162794769
166,2,0.700234115,0.585641861
167,1,-0.702093601,0.781385362
168,2,0.654701114,0.003408635
169,0,-0.584214389,-1.198104382
170,3,-1.087774992,-1.58045876
171,4,-1.163204551,0.300125331
172,5,0.76575315,1.770096302
173,0,-0.579589546,0.186918095
174,3,-1.331902266,-1.142965436
175,2,1.116142392,-0.262292355
176,1,-0.682217658,0.704363048
177,4,1.103038549,0.28013745
178,3,-1.032166481,-1.104195833
179,0,-0.920618892,-1.086620212
180,0,-0.193082228,0.725557089
181,2,0.188690066,-0.578996956
182,3,0.469816297,-0.209738016
183,4,-1.461453795,0.874432385
184,2,0.83683306,0.164173245
185,0,-0.715748012,1.066212654
186,3,-0.004783805,0.029082729
187,0,0.908298373,-0.28383103
188,5,-0.17447263,-0.956526697
189,2,0.731892467,-0.14994669
190,0,-0.455158412,0.068196952
191,4,-1.055235744,-0.423401624
192,0,-1.04912436,-0.832636297
193,0,0.075490788,1.087923646
194,4,-1.195138216,0.983504176
195,4,-1.286754727,0.650257885
196,3,0.612857044,-0.939123452
197,4,-0.865175486,-0.026228571
198,0,-0.479163706,1.159776688
199,0,-0.245112062,0.659562588
200,4,-1.290058136,0.973854899
201,3,-0.337169081,-1.58338809
202,2,0.531536341,-0.865202725
203,0,1.035097003,-0.764057159
204,2,0.986535788,-0.049490333
205,0,-0.402467877,-1.469836235
206,5,0.686579704,1.708409548
207,0,-0.4057163,0.49069944
208,4,-1.49074471,0.439351261
209,1,-1.434034944,-0.523168743
210,0,-0.80835557,-0.473888248
211,1,-0.756931424,0.711427748
212,3,0.477744669,-1.096097231
213,5,-0.243790671,1.297279477
214,0,-1.025944829,-0.604843378
215,5,-0.138024211,-0.962040603
216,4,0.822793245,0.548250735
217,3,0.526360869,-0.224556625
218,2,0.462823927,-0.61001265
219,2,0.916501999,0.073538542
220,1,-1.853521943,-0.913104713
221,3,-0.959985375,-1.500162601
222,1,-0.93091476,0.301503807
223,0,-0.055932704,0.723661721
224,0,0.429513842,1.011245966
225,5,-0.026476664,-0.915689349
226,3,-1.136556387,-1.155027032
227,3,-1.112220764,-1.156233191
228,2,1.349037766,-0.2572954
229,1,-0.97127229,0.510515034
230,0,-0.618240237,0.329762548
231,0,-0.525852919,1.198718548
232,3,0.433312833,0.112997375
233,0,-0.062759899,0.567721725
234,0,0.34934935,0.969030201
235,1,-1.360257149,-0.589507818
236,5,-0.313549191,-1.389195442
237,0,-0.682603061,-0.373776525
238,3,-0.491331518,-0.341382354
239,3,-1.057107687,-1.176221132
240,0,-0.739257753,-1.145205379
241,4,-0.881747901,0.22965081
242,0,-0.773338675,-1.394020081
243,1,-1.077919602,0.513444245
244,0,-0.854989707,0.964894772
245,0,0.788216829,-0.715293586
246,0,-0.643677056,-1.352321267
247,0,0.133742169,0.759157419
248,5,-0.01854831,1.683080077
249,4,-1.109027386,0.659390271
250,2,0.803302705,0.383178413
251,4,-1.659937978,0.211213708
252,5,0.735801578,0.995565832
253,0,-0.454497695,-0.923960209
254,4,-1.715876937,-0.053625755
255,3,-0.307217509,-0.45079881
256,3,-0.563567638,-0.400312155
257,1,1.011752367,1.655338287
258,2,0.385247201,-1.003911734
259,4,0.988958359,0.293232948
260,3,-0.187191024,-0.635169804
261,0,-0.300940901,0.294956058
262,2,1.309396029,-0.210944176
263,0,-0.858733654,-1.250314116
264,4,1.087016702,0.669728875
265,0,-0.31800887,0.463819176
266,5,-0.118974142,-1.469836235
267,1,-0.656725824,0.397307783
268,1,-2.032515526,0.994876623
269,4,-1.40314734,0.41815722
270,3,0.523112476,-0.96755451
271,0,-0.643511891,1.419619203
272,2,0.83397007,-0.206291825
273,1,-0.729182184,0.432114273
274,3,0.419383168,-1.099198818
275,0,-0.613725483,-1.57511723
276,1,1.517515302,1.545577288
277,4,2.876182079,0.260149568
278,0,-0.45868212,1.215777159
279,0,1.051724553,-0.628449738
280,0,-0.779560268,1.305550337
281,0,-0.686732411,-1.351459742
282,3,-0.957838118,-1.061980009
283,4,-1.056502104,0.003064017
284,2,0.358103603,-0.830913186
285,0,0.727487862,-0.807823718
286,4,-0.854824543,0.074055463
287,0,-0.902725041,1.053289533
288,1,1.436469913,1.313304305
289,5,1.406903744,1.015898347
290,0,-0.464408159,1.302621126
291,1,-0.558337152,0.63526696
292,0,1.100285649,-0.366022617
293,0,-0.625893295,-0.649988413
294,1,-1.856274843,-0.703576624
295,1,-0.52128309,0.615623713
296,2,0.615940273,0.702984571
297,2,0.230534166,-0.895012259
298,4,-1.445762277,0.224481523
299,0,-0.62424159,1.159604311
300,0,-0.630848527,1.467348814
301,2,0.528067708,-0.677385569
302,3,-0.101135336,-0.337246925
303,2,0.34213677,-0.983406961
304,3,-1.007170081,-0.962040603
305,2,0.268303961,-0.903283119
306,5,-0.078781784,-1.06370306
307,1,-1.245681405,-0.708401203
308,1,-0.75104022,0.838936687
309,1,-1.534350634,-0.595538676
310,1,-0.866551936,0.748646557
311,0,-0.375819802,0.816364169
312,3,0.659381092,-0.889326036
313,2,1.383504152,-0.479746789
314,0,1.055193186,-0.405136824
315,0,-0.714756966,1.078791261
316,1,-0.600952029,0.746923447
317,4,-1.323313236,0.211386025
318,3,0.28377527,-1.526353717
319,2,1.51657939,-0.513519406
320,2,1.792640209,-0.751995504
321,2,1.335548639,-0.546602786
322,2,1.062075377,-0.299338877
323,2,1.229231596,0.117132798
324,2,0.966494679,0.024430376
325,2,1.354488492,-0.21749194
326,2,1.209190488,-0.172002286
327,0,-0.112697519,0.50189954
328,5,0.007824481,-1.086275578
329,2,1.348982692,-0.501457751
330,2,1.09593606,-0.315363646
331,1,-1.330030322,-0.726321399
332,0,1.169934034,-0.423573941
333,1,1.562497735,1.231974244
334,0,0.081712343,0.876672387
335,1,-1.432933807,-2.015712261
336,0,0.560772181,-0.568486094
337,1,-1.739937305,0.593740404
338,5,0.00341984,1.845050931
339,4,-1.055621147,-0.180273116
340,1,-1.859082818,-2.152353525
341,0,-0.680345714,0.890284836
342,4,1.907656431,0.079052441
343,1,-1.741644025,-0.538159668
344,3,0.860287786,-0.898113847
345,3,0.972330868,-1.233772397
346,5,-0.181960508,-1.278745174
347,3,-0.036827572,-0.252987653
348,3,-0.181189701,-0.094807692
349,4,-1.505169868,0.98384881
350,3,-0.54352653,-0.27556017
351,5,1.26160562,0.961965561
352,0,-0.877618551,-0.742001534
353,0,0.946838975,-0.779564977
354,0,-0.439136505,-0.029502448
355,5,1.187442541,0.780523777
356,3,0.244188547,0.148148477
357,0,-0.723511159,-1.057327628
358,4,-0.966647387,0.799133182
359,5,-0.358806878,-0.913621664
360,4,-1.21914351,0.380076855
361,4,-1.293636918,0.440729737
362,0,-0.558502316,-0.002105264
363,1,-1.801932573,-0.760094047
364,3,0.497950941,-1.807217956
365,3,-1.26087749,-1.35214889
366,5,-0.13417016,1.23869431
367,0,0.874382615,-0.810408354
368,5,-0.555308938,-1.711758494
369,4,-1.052317619,0.668178082
370,5,-0.342564762,-1.080589414
371,0,-0.176234484,0.185539618
372,0,-0.461379945,1.192343116
373,2,1.259293199,-0.346207023
374,0,0.19590266,1.257476091
375,1,-1.686420918,0.385073811
376,3,-1.314779282,-1.501713395
377,1,-1.583902836,-1.676262856
